,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000213237,0.484099146,-1.295526994,0.992688256,-1.305069327,0.191869242,NA
ENSG00000213239,0.405623931,0.138032465,1.087524035,0.1269236,0.899000868,NA
ENSG00000213244,0.265255166,0.227374157,1.228068188,0.185147827,0.853113089,NA
ENSG00000213247,0.162580516,-0.331178549,3.157142744,-0.104898187,0.916456598,NA
ENSG00000213252,1.019648869,-0.701494615,0.691888336,-1.013884147,0.310638037,NA
ENSG00000213253,0.497638291,-0.397792347,0.808842709,-0.49180433,0.622857675,NA
ENSG00000213260,0.457326235,0.461825216,1.100224222,0.419755544,0.674664044,NA
ENSG00000213261,1.407774941,0.611008212,0.515883905,1.18439092,0.236258353,NA
ENSG00000213262,2.154633743,0.57344156,0.781516474,0.733754922,0.463098118,NA
ENSG00000213264,0.143639355,-0.830113373,2.208247388,-0.375915025,0.70698007,NA
ENSG00000213265,1.90124608,-0.450015539,0.674551945,-0.66713252,0.504687489,NA
ENSG00000213269,1.657632745,1.183929445,0.841691136,1.406607952,0.159543674,NA
ENSG00000213270,0.678917217,-0.095685263,0.701158376,-0.136467404,0.891451791,NA
ENSG00000213272,2.443113232,0.191579355,1.007782047,0.190099988,0.84923078,NA
ENSG00000213277,0.440334698,0.076755625,1.135259006,0.067610672,0.94609556,NA
ENSG00000213279,0.635507788,0.746919778,1.197147938,0.623916021,0.532682738,NA
ENSG00000213280,2.61459061,0.884752098,0.464171101,1.906090438,0.056638473,NA
ENSG00000213287,2.495363371,1.359766808,0.618719544,2.197711098,0.0279697,NA
ENSG00000213290,1.486670375,-0.32270573,0.495646767,-0.651080066,0.514994803,NA
ENSG00000213291,1.207005019,0.513985968,0.701467435,0.73272962,0.463723354,NA
ENSG00000213293,2.631330986,-0.373443512,0.583276829,-0.640250895,0.522009499,NA
ENSG00000213302,0.678681839,1.573547434,1.191617296,1.320514094,0.186663434,NA
ENSG00000213303,1.756164521,1.119800872,0.593934957,1.885393103,0.059376785,NA
ENSG00000213309,0.99297614,0.320955654,0.569573871,0.563501365,0.573093531,NA
ENSG00000213310,0.138208175,-0.331004436,2.847832716,-0.116230295,0.907470028,NA
ENSG00000213312,0.481574177,0.506523383,0.974073257,0.520005431,0.60305979,NA
ENSG00000213316,1.061631758,1.037746352,0.563605725,1.841262972,0.065583031,NA
ENSG00000213318,0.564220036,0.744197917,0.859412293,0.86593818,0.386524064,NA
ENSG00000213326,2.73262092,-0.142818736,0.346514173,-0.412158426,0.680223307,NA
ENSG00000213328,1.224771912,0.646324468,1.174007363,0.550528462,0.58195696,NA
ENSG00000213331,0.386687885,0.347040692,1.337609299,0.259448475,0.795289232,NA
ENSG00000213343,1.826769357,-0.142761713,0.468818952,-0.304513528,0.760736688,NA
ENSG00000213344,0.537766725,-0.594710016,0.846146379,-0.702845313,0.482152155,NA
ENSG00000213361,0.838557775,0.265491892,0.661491436,0.401353483,0.688159892,NA
ENSG00000213362,0.620440056,-1.458191801,0.87525427,-1.66602078,0.095709276,NA
ENSG00000213363,2.915838783,-0.140320141,0.491293648,-0.285613587,0.775174096,NA
ENSG00000213365,1.496225143,-0.800436164,0.875052372,-0.914729437,0.360333686,NA
ENSG00000213368,0.668938872,1.611903371,0.996495735,1.617571772,0.105754917,NA
ENSG00000213370,0.137190455,-0.330029442,1.989128172,-0.16591663,0.86822256,NA
ENSG00000213371,0.929745559,-0.252686558,0.534573176,-0.472688435,0.636435479,NA
ENSG00000213376,0.225717221,-0.065881068,1.409286747,-0.04674781,0.962714225,NA
ENSG00000213383,0.895906057,0.044996463,0.671601938,0.06699871,0.94658273,NA
ENSG00000213384,0.267697587,0.73706225,1.445701636,0.509830128,0.610170477,NA
ENSG00000213394,0.345278238,-0.009384433,0.958288567,-0.00979291,0.992186513,NA
ENSG00000213399,0.357847142,-1.046027827,1.136118809,-0.920702851,0.357205587,NA
ENSG00000213401,0.235384056,-1.271466785,2.566537557,-0.495401589,0.620316673,NA
ENSG00000213406,3.186956312,-0.174349332,0.511291463,-0.340997933,0.733105138,NA
ENSG00000213409,0.187917158,0.465490556,1.722844012,0.270187291,0.78701617,NA
ENSG00000213413,2.054598004,0.541618185,0.50907273,1.063930856,0.287360023,NA
ENSG00000213414,1.002122364,-1.116450247,1.43146104,-0.779937571,0.435427622,NA
ENSG00000213420,2.282281465,0.228803696,0.736336342,0.310732586,0.756003922,NA
ENSG00000213423,0.696046757,-0.840286755,1.115984066,-0.752955871,0.451476432,NA
ENSG00000213431,2.452685719,1.069271072,0.868876364,1.230636621,0.218458802,NA
ENSG00000213432,2.148499487,-0.037316953,0.375008065,-0.099509733,0.92073356,NA
ENSG00000213434,0.336142271,0.882433052,2.538963195,0.347556457,0.728173312,NA
ENSG00000213435,0.727070866,1.564178031,1.01517655,1.540794093,0.123366907,NA
ENSG00000213440,0.876659103,0.58234381,0.706976917,0.823709792,0.410104474,NA
ENSG00000213448,1.037567008,-0.7883981,0.836040488,-0.943014258,0.34567361,NA
ENSG00000213450,0.454347664,1.603132131,1.468553507,1.09164026,0.274991253,NA
ENSG00000213453,1.451896236,-0.219225539,0.718780938,-0.304996317,0.760368957,NA
ENSG00000213467,1.156813673,-0.612995943,0.5047602,-1.214430026,0.224583555,NA
ENSG00000213471,1.582325534,-0.258790024,0.752630321,-0.34384746,0.730961006,NA
ENSG00000213478,0.39398493,-0.690700261,1.454332629,-0.474925919,0.634839776,NA
ENSG00000213484,1.200289478,1.215673894,1.114482171,1.090797076,0.275362183,NA
ENSG00000213493,0.295283748,0.151317278,1.262607991,0.119845019,0.904605919,NA
ENSG00000213498,0.156811697,-0.733615927,1.749008634,-0.419446716,0.674889689,NA
ENSG00000213512,2.632854015,1.459717406,0.547997719,2.663728984,0.00772798,NA
ENSG00000213513,0.960726044,-1.183100804,0.969170516,-1.220735448,0.222186202,NA
ENSG00000213530,0.131393856,-0.522000576,2.552241151,-0.204526354,0.8379422,NA
ENSG00000213539,0.559460662,-0.298371569,0.823312417,-0.362403825,0.717050282,NA
ENSG00000213557,0.468230455,-0.202304543,2.145681213,-0.094284529,0.924883139,NA
ENSG00000213559,0.228090259,0.187523605,1.088836043,0.172223914,0.863261498,NA
ENSG00000213560,0.469186428,0.829916326,1.003768109,0.82680085,0.408349948,NA
ENSG00000213561,1.137582723,-0.180841856,1.241701008,-0.14564042,0.884205258,NA
ENSG00000213569,2.474132954,-0.042196658,0.438555281,-0.096217421,0.923347895,NA
ENSG00000213574,0.488523064,-1.504064402,1.200104048,-1.253278335,0.21010443,NA
ENSG00000213579,0.46529349,0.243819095,0.816798536,0.298505793,0.765317156,NA
ENSG00000213587,0.270508057,-0.956908446,1.887989699,-0.506839866,0.612267182,NA
ENSG00000213592,1.667839362,0.058195737,0.399916557,0.145519699,0.884300563,NA
ENSG00000213594,0.276551982,-0.603539494,3.156262896,-0.191219652,0.848353507,NA
ENSG00000213601,0.879138125,0.463837692,1.098086947,0.422405251,0.672729246,NA
ENSG00000213605,0.450612476,-2.243207703,1.611486292,-1.392011656,0.163918868,NA
ENSG00000213606,0.20425911,-0.812026504,2.332713965,-0.348103761,0.72776226,NA
ENSG00000213608,1.549770796,-0.193119992,0.773377737,-0.24970979,0.802811787,NA
ENSG00000213621,1.39623797,-0.335452138,0.43694841,-0.767715662,0.442656129,NA
ENSG00000213630,0.28950111,-0.29620132,1.406871384,-0.210539018,0.833247002,NA
ENSG00000213638,0.251637042,0.228671451,1.405005509,0.162754843,0.870711464,NA
ENSG00000213641,0.444996067,-1.944816356,1.140157147,-1.705744126,0.08805573,NA
ENSG00000213642,0.371847267,0.949882295,1.37662374,0.690008655,0.490188745,NA
ENSG00000213650,0.436744045,-0.402724681,0.714601583,-0.563565336,0.573049983,NA
ENSG00000213657,0.485080455,0.210109971,1.60733631,0.130719358,0.895997318,NA
ENSG00000213659,1.18696579,0.578804338,0.836163675,0.692214162,0.488802846,NA
ENSG00000213663,0.670290439,-0.089550829,1.096645381,-0.081658876,0.934917981,NA
ENSG00000213667,0.790328723,0.844110568,1.229624466,0.686478344,0.492411516,NA
ENSG00000213669,1.193305764,0.041794248,0.981303304,0.042590551,0.966027928,NA
ENSG00000213671,0.504136922,-0.297077709,1.102440785,-0.269472713,0.787565938,NA
ENSG00000213673,0.339117321,0.316693109,1.177196684,0.269023107,0.787911901,NA
ENSG00000213683,1.480719241,0.528600854,0.691256981,0.76469514,0.444453101,NA
ENSG00000213684,0.213366744,0.158723755,1.520447568,0.104392784,0.916857649,NA
ENSG00000213695,0.711301739,-0.055557279,0.623090018,-0.089164129,0.928951473,NA
ENSG00000213703,1.409711365,1.044978131,0.843483327,1.238884158,0.215388401,NA
ENSG00000213704,0.183545075,-0.100010297,1.155148995,-0.086577833,0.931007086,NA
ENSG00000213706,0.188949778,0.37974831,2.145628986,0.176986941,0.859518647,NA
ENSG00000213711,0.980611079,1.906893345,1.070947306,1.780566919,0.074983228,NA
ENSG00000213716,1.033317814,0.321271362,1.000728297,0.321037552,0.748181934,NA
ENSG00000213717,0.130872252,0.096057121,2.49029277,0.038572622,0.969231131,NA
ENSG00000213729,0.212875674,-0.449455271,1.702227191,-0.264039532,0.791749457,NA
ENSG00000213740,0.530096544,-0.829327177,0.758700255,-1.093089361,0.274354566,NA
ENSG00000213752,0.046864646,0.108380525,3.157643229,0.034323233,0.972619398,NA
ENSG00000213755,0.226315514,0.165327752,1.738105244,0.095119529,0.924219886,NA
ENSG00000213761,2.523512997,0.144738657,0.402286556,0.359789943,0.719004224,NA
ENSG00000213763,3.161254141,-0.350851572,0.30651522,-1.144646496,0.252355623,NA
ENSG00000213772,1.479114954,-0.423385182,0.415160441,-1.019810994,0.307818108,NA
ENSG00000213777,2.529732283,-0.069738564,0.501815116,-0.138972626,0.88947178,NA
ENSG00000213779,0.304025299,1.230678435,1.541469575,0.798379971,0.424650023,NA
ENSG00000213783,0.224105837,-0.078470662,1.381617841,-0.056796214,0.95470753,NA
ENSG00000213785,2.611696523,0.227528784,0.665390015,0.341947998,0.732390027,NA
ENSG00000213791,0.443659734,-0.737821932,1.550105151,-0.475981859,0.634087302,NA
ENSG00000213820,0.394241569,1.012298749,1.76497694,0.573547861,0.566273803,NA
ENSG00000213830,1.838220113,-0.137503662,0.595324709,-0.230972544,0.817336132,NA
ENSG00000213849,0.82985358,0.99234757,0.947342072,1.047507124,0.294865748,NA
ENSG00000213851,0.259090111,-0.199670463,0.912918543,-0.218716625,0.826870798,NA
ENSG00000213856,0.4628674,0.603757459,0.765786848,0.788414506,0.430454289,NA
ENSG00000213857,1.348059625,-0.434927618,1.070304237,-0.406358868,0.684478937,NA
ENSG00000213864,1.807473719,0.080162041,0.44886426,0.178588602,0.858260745,NA
ENSG00000213866,0.481328543,-0.136196721,0.785642857,-0.173357041,0.86237079,NA
ENSG00000213867,0.554218319,-0.993341083,0.678239466,-1.464587558,0.143033479,NA
ENSG00000213875,0.498530167,-1.276218174,0.992189736,-1.286264237,0.198350859,NA
ENSG00000213876,0.238538134,0.633114364,2.297254225,0.275596126,0.782858286,NA
ENSG00000213892,1.092811878,0.677167435,0.946790039,0.715224502,0.474470331,NA
ENSG00000213896,3.262546397,0.707263872,0.65806347,1.074765434,0.28247976,NA
ENSG00000213900,0.242926333,0.741643295,1.580321624,0.46929896,0.638855958,NA
ENSG00000213925,0.300426666,-0.130804831,1.068211938,-0.122452134,0.902540952,NA
ENSG00000213935,0.361049786,0.633889154,0.934836055,0.67807521,0.497724008,NA
ENSG00000213938,0.686518425,0.543679312,1.368736603,0.397212518,0.691210752,NA
ENSG00000213942,1.848712306,0.411484405,0.453532608,0.907287365,0.364254854,NA
ENSG00000213943,0.912900642,-1.050092174,0.90580894,-1.159286608,0.246339379,NA
ENSG00000213956,0.179680122,-0.101560722,1.463158384,-0.069411981,0.944661692,NA
ENSG00000213962,0.483222554,-0.65798798,1.31477145,-0.500458068,0.616752575,NA
ENSG00000213970,1.252960408,-0.357254719,0.632887525,-0.564483743,0.572424961,NA
ENSG00000213972,0.559389676,1.716265174,1.222122345,1.404331719,0.160220093,NA
ENSG00000213973,1.939322206,-0.237037526,0.747786854,-0.316985415,0.751254669,NA
ENSG00000213979,0.354379129,0.314631511,1.923080497,0.163608082,0.870039682,NA
ENSG00000213981,0.665391948,-0.938686072,1.063554767,-0.882593075,0.377456171,NA
ENSG00000213985,0.791855722,-0.058606623,0.630032789,-0.093021545,0.925886445,NA
ENSG00000213994,1.751002637,1.37047446,0.661443312,2.071945449,0.038270529,NA
ENSG00000214012,1.446494226,1.983571162,0.924807314,2.144848048,0.031964998,NA
ENSG00000214016,1.181874206,-0.283346864,0.539250822,-0.525445401,0.5992736,NA
ENSG00000214018,0.607547468,-1.197353332,1.64891651,-0.726145518,0.467749568,NA
ENSG00000214019,2.458135207,-0.18977653,0.346150016,-0.548249375,0.583520683,NA
ENSG00000214020,0.342376003,-0.518618498,2.254859602,-0.23000035,0.818091497,NA
ENSG00000214027,0.59195018,0.603355242,0.753668195,0.800558185,0.423387466,NA
ENSG00000214041,1.563380343,0.822364967,1.03742349,0.792699389,0.427952986,NA
ENSG00000214043,1.555047791,0.508845799,0.670940145,0.758407143,0.448207283,NA
ENSG00000214047,0.521757861,-0.043616912,0.79860829,-0.054616152,0.95644427,NA
ENSG00000214062,0.644788105,0.65004736,0.870141252,0.747059582,0.455027596,NA
ENSG00000214067,3.149995609,1.472831076,0.605847963,2.431024226,0.015056208,NA
ENSG00000214073,1.159674464,0.727532299,0.501894964,1.44957083,0.147178235,NA
ENSG00000214077,0.160708543,-0.258232172,1.790549109,-0.144219542,0.88532711,NA
ENSG00000214081,0.77051626,0.588585367,0.752765576,0.781897295,0.434274935,NA
ENSG00000214089,0.81512937,-0.004700266,0.584030784,-0.008047976,0.993578713,NA
ENSG00000214093,2.516905347,0.62165208,0.536154748,1.15946391,0.246267139,NA
ENSG00000214097,0.28581731,-1.187247286,2.035571887,-0.583249992,0.559725022,NA
ENSG00000214100,0.284241404,0.286389739,1.810284311,0.158201525,0.874298002,NA
ENSG00000214108,1.767106032,2.284645699,0.732138859,3.120508728,0.001805389,NA
ENSG00000214111,0.178780995,-0.21944563,2.729926069,-0.080385191,0.935930904,NA
ENSG00000214121,1.024459875,1.297117329,0.827202049,1.568077993,0.116862932,NA
ENSG00000214124,0.375028578,0.309832496,1.228192608,0.252267025,0.800834674,NA
ENSG00000214125,0.374527826,-1.667275225,1.247867677,-1.336099377,0.181516794,NA
ENSG00000214128,2.867913872,-0.00548474,0.692078621,-0.007925024,0.993676812,NA
ENSG00000214132,1.79571546,1.136620822,0.803830732,1.414005184,0.15736038,NA
ENSG00000214141,0,0,0,0,1,NA
ENSG00000214144,0.352706689,-0.511636284,0.946209013,-0.540722269,0.588699027,NA
ENSG00000214145,3.062495964,0.515183477,0.64974337,0.792903015,0.427834331,NA
ENSG00000214184,1.378808607,0.060584296,0.707920332,0.08558067,0.931799765,NA
ENSG00000214185,0.415306323,0.730253175,1.51414514,0.482287434,0.629601772,NA
ENSG00000214190,0.761389555,0.581177111,1.179146995,0.492879271,0.622097895,NA
ENSG00000214195,0.203572734,-0.504126768,1.234874651,-0.408241247,0.683096569,NA
ENSG00000214200,0.010853133,-0.273867102,3.157643229,-0.08673149,0.930884945,NA
ENSG00000214203,3.181142569,-0.469370779,0.524427071,-0.895016304,0.370778372,NA
ENSG00000214204,0.465261965,-0.279210718,0.757625315,-0.368534039,0.712475069,NA
ENSG00000214215,1.626389227,-0.15640134,0.815216833,-0.191852442,0.847857791,NA
ENSG00000214223,1.558184229,-0.377667752,0.557230688,-0.67775835,0.497924923,NA
ENSG00000214243,1.471952231,0.781937637,0.672949222,1.161956373,0.245253187,NA
ENSG00000214249,0.837924517,-0.460867852,0.635528361,-0.725172754,0.468346055,NA
ENSG00000214259,0.274982729,-0.253089635,1.243929052,-0.203459863,0.838775614,NA
ENSG00000214263,3.018731832,-0.145054536,0.766364274,-0.189276224,0.849876329,NA
ENSG00000214273,0.159123525,-0.071245436,2.432846716,-0.029284803,0.976637447,NA
ENSG00000214278,0.52392635,1.259847356,1.358632129,0.927291008,0.353775462,NA
ENSG00000214280,2.364928847,-0.234122837,0.442898816,-0.528614727,0.597072742,NA
ENSG00000214286,0.367614551,-0.705703273,1.712594654,-0.412066726,0.680290516,NA
ENSG00000214289,0.337209798,0.878130362,1.277219682,0.687532752,0.491747069,NA
ENSG00000214297,0.140186682,-0.611641918,1.632980008,-0.374555668,0.707990948,NA
ENSG00000214313,0.576498961,1.21247052,1.185117242,1.023080651,0.306269715,NA
ENSG00000214322,0.713599604,1.427067025,0.938972189,1.519818204,0.128556673,NA
ENSG00000214335,0.252354,-0.337627578,1.061181764,-0.318161873,0.750362152,NA
ENSG00000214347,0.388262003,-0.465767933,1.980717323,-0.235151138,0.814091429,NA
ENSG00000214360,0.396588361,-0.04844468,1.728498991,-0.028027022,0.977640599,NA
ENSG00000214362,0.987082103,-0.639608095,0.559807998,-1.142549047,0.253225871,NA
ENSG00000214366,0.218671474,-0.424445601,1.070831913,-0.396369959,0.691832125,NA
ENSG00000214369,0.577772708,-0.148751386,1.055317314,-0.140954179,0.88790614,NA
ENSG00000214415,1.795218314,-0.484983579,0.673473933,-0.720122272,0.471449716,NA
ENSG00000214417,0.176916002,0.635538906,2.38747198,0.26619743,0.790087162,NA
ENSG00000214429,0.241924019,0.210137973,2.326473253,0.090324689,0.928029202,NA
ENSG00000214435,0.267810406,0.294869307,1.120644552,0.26312474,0.792454436,NA
ENSG00000214460,0.898472404,0.419332968,0.617491312,0.679091284,0.497080025,NA
ENSG00000214484,0.762396815,-0.03563786,1.062611838,-0.033537986,0.973245575,NA
ENSG00000214511,1.189573632,0.706335564,0.663939989,1.063854529,0.287394605,NA
ENSG00000214513,0.472472648,-0.3887857,1.372666421,-0.283233927,0.776997523,NA
ENSG00000214514,0.36453245,0.607916412,1.096425099,0.554453207,0.579268721,NA
ENSG00000214533,0.652366578,0.967284829,1.502880792,0.643620461,0.519821579,NA
ENSG00000214534,1.530204631,0.95692527,0.911220519,1.050157727,0.293645601,NA
ENSG00000214544,3.24408983,0.3994125,0.377819414,1.057151871,0.290442281,NA
ENSG00000214546,0.369718238,1.233636755,1.115732073,1.105674727,0.268867333,NA
ENSG00000214549,0.478951358,-1.047313249,0.900059787,-1.163604089,0.244584494,NA
ENSG00000214552,1.515788313,-0.843451321,0.519843702,-1.622509453,0.104694311,NA
ENSG00000214553,0.990457384,2.130318239,1.210466914,1.759914471,0.078422309,NA
ENSG00000214559,0.747441526,0.284961797,0.8017327,0.355432424,0.722265661,NA
ENSG00000214560,0.371755762,-1.196582501,1.261073761,-0.948860041,0.3426918,NA
ENSG00000214562,3.08940639,0.081370434,0.459595992,0.177047746,0.859470886,NA
ENSG00000214593,1.110518837,-0.182858899,0.69561407,-0.262874065,0.792647646,NA
ENSG00000214626,1.819902632,0.701045241,0.777045268,0.902193565,0.366954052,NA
ENSG00000214628,0.373291367,1.2784814,1.868768585,0.6841304,0.493892827,NA
ENSG00000214643,0.14407673,-0.331178549,3.157142744,-0.104898187,0.916456598,NA
ENSG00000214646,0.358420778,-0.894229645,1.045055518,-0.855676689,0.392176638,NA
ENSG00000214650,2.226184666,-0.025391088,0.701080461,-0.036217081,0.971109266,NA
ENSG00000214651,1.211876144,-0.239005573,1.032405364,-0.231503614,0.816923578,NA
ENSG00000214653,0.126944622,-0.49551817,1.65143378,-0.300053309,0.764136493,NA
ENSG00000214657,0.447111853,-0.145795624,0.741890588,-0.196519038,0.844203933,NA
ENSG00000214659,0.679180189,0.83896747,1.383490513,0.606413606,0.544240136,NA
ENSG00000214671,0.219943094,0.237066622,2.055571945,0.115328788,0.908184521,NA
ENSG00000214691,0.757874017,2.015954507,1.233840792,1.633885441,0.102282907,NA
ENSG00000214700,1.086608881,1.387699593,0.914445437,1.517531321,0.129132592,NA
ENSG00000214719,3.246032125,0.7489561,0.373914763,2.003012918,0.045175902,NA
ENSG00000214720,0.306142525,1.0525192,2.011834027,0.523164031,0.600860109,NA
